journal,issue,year,author.s.lastnames,title,link,variable,variety,language,variation.type,social.significance,production,production.details,perception,perception.details,metalinguistic.behaviors,metalinguistic.behaviors.details,overt.prestige.or.stigma,overt.prestige.or.stigma.details,data.source,coder.notes
LVC,25(3),2013,"Owens, Dodsworth, & Kohn",Subject expression and discourse embeddedness in Emirati Arabic ,https://doi.org/10.1017/S0954394513000173,subject-verb vs. verb-subject (when a subject was overt),Emirati Arabic,Arabic,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (transcribed conversations),NA
LVC,26(1),2014,Berg & Neubauer,From unit-and-ten to ten-before-unit order in the history of English numerals,https://doi.org/10.1017/S0954394513000203,numeral order: unit-and-ten vs. ten-before-unit with and vs. ten-before-unit without and vs. unit-before-ten,English,English,"omission, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,26(1),2014,Hazen,A new role for an ancient variable in Appalachia: Paradigm leveling and standardization in West Virginia,https://doi.org/10.1017/S0954394513000215,was-leveling,Appalachian English,English,form,x,x,"Education: Speakers with some postsecondary educational experience have lower rates of leveled was. Age, sex, social class, region, and ethnicity not significant.",not analyzed,NA,not analyzed,NA,x,"""leveled was is a socially stigmatized dialect pattern in the 21st century""",sociolinguistic interviews,NA
LVC,26(1),2014,Hazen,A new role for an ancient variable in Appalachia: Paradigm leveling and standardization in West Virginia,https://doi.org/10.1017/S0954394513000215,was-contraction,Appalachian English,English,form,x,x,"Education: ""speakers with some college experience have slightly higher rates of contracted, leveled was than those with no college experience"". Age: ""Rates of contracted leveled was across apparent time are increasing"".",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,"""does not have a clear social configuration"" unlike leveled was; suggestion that contracted was has arisen as a non-stigmatized way of indexing Appalachian identity"
LVC,26(2),2014,Claes,A Cognitive Construction Grammar approach to the pluralization of presentational haber in Puerto Rican Spanish,https://doi.org/10.1017/S0954394514000052,pluralization of presentational haber,Puerto Rican Spanish,Spanish,form,x,x,"Gender: Females pluralize more. Social class * age interaction: among younger speakers, pluralization skews lower class; slow change from below which might be stabilizing. Age, educational achievement, and style not significant.",not analyzed,NA,not analyzed,NA,x,"""younger speakers associate high frequencies of pluralized haber with the lower class""... which would suggest that ""some sort of stigma is developing"" (p.240)",sociolinguistic interviews,NA
LVC,26(3),2014,Scherre & Naro,Sociolinguistic correlates of negative evaluation: Variable concord in Rio de Janeiro,https://doi.org/10.1017/S0954394514000143,variable overt plural agreement,Brazilian Portuguese,Portuguese,omission,x,x,"education, age (change in progress), style (based on one speaker)",not analyzed,NA,x,public media discussion & debate when a textbook recognized lack of concord as common usage; public recognition of linguistic prejudice against lack of concord,x,linguistic prejudice against lack of concord,corpus,NA
LVC,26(3),2014,Shin,Grammatical complexification in Spanish in New York: 3sg pronoun expression and verbal ambiguity,https://doi.org/10.1017/S095439451400012X,3sg subject pronoun expression,Spanish spoken in New York City,Spanish,omission,x,x,"Age: second-generation speakers sensitive to Tense/Mood/Aspect in linguistic conditioning of variable, but first-generation speakers were not",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,27(1),2015,"Johnston, Cresdee, Schembri, & Wolf",FINISH variation and grammaticalization in a signed language: How far down this well-trodden pathway is Auslan (Australian Sign Language)?,https://doi.org/10.1017/S0954394514000209,"grammaticalization of lexical verb FINISH into grammatical marker of perfective aspect; variation in sign types that express meanings related to finishing: FINISH.GOOD, FINISH.FIVE, FINISH.FINALLY, FINISH.COMPLETE",Australian Sign Language,Australian Sign Language,form,x,x,FINISH.FINALLY vs others: Nativeness: Native signers significantly more likely to use FINISH.FINALLY than near-native signers. Dialect: Southern signers use FINISH.FINALLY more frequently than northern signers. Null results for age and sex. FINISH.GOOD vs others null results for social factors. FINISH.FIVE vs others null results for social factors.,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Auslan corpus),NA
LVC,27(1),2015,Arroyo & Lahoz,The refuge of a dying variant within the grammar: Patterns of change and continuity in the Spanish verbal periphrasis haber de + infinitive over the past two centuries,https://doi.org/10.1017/S0954394514000210,verbal periphrasis change (haber de vs. tener que),Spanish,Spanish,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,27(2),2015,Nykiel,Constraints on ellipsis alternation: A view from the history of English,https://doi.org/10.1017/S0954394515000071,ellipsis alternation (variable presence of prepositions in remnants),English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus ,NA
LVC,27(2),2015,Romero,The emergence of negative concord in Santa Maria Chiquimula K'ichee' (Mayan): A variationist perspective,https://doi.org/10.1017/S0954394515000058,"negative concord: ""one or more copies of the negator ta(x) variably appear on the right periphery of all complement phrases after the predicate head""",Santa María Chiquimula K’ichee’,K’ichee’,omission,x,x,"Age: younger the speaker is, more likely to use NC, most likely as NC is a change in progress. Possibly incipient style shifting: NC used in children's books but not books for adults",not analyzed,NA,null,"null: ""speakers do not discuss [NC] and it is not construed in neighboring towns as emblematic of the Chiquimula “accent” (p. 197)",null,"""Negative concord in MAR is not subject to any prescriptive norm."" (p. 197)",sociolinguistic interviews,NA
LVC,27(3),2015,Blaxter,Gender and language change in Old Norse sentential negatives ,https://doi.org/10.1017/S0954394515000125,"negative adverbs: ekki, ei(gi), alderi",Old Norse,Norse,form,x,x,"Gender: Female characters use incoming variant ekki more than male characters, reflecting the actual change in progress perceived by the authors",not analyzed,NA,x,data comes from fiction and represented speech,not mentioned,NA,corpus (Tagged Icelandic Corpus),NA
LVC,27(3),2015,Levon & Buchstaller,"Perception, cognition, and linguistic structure: The effect of linguistic modularity and cognitive style on sociolinguistic processing",https://doi.org/10.1017/S0954394515000149,Northern subject rule (verbal -s with non-3sg subject NP),British English,English,omission,x,x,Region: NSR is a feature of Northern England Englishes but not Southern England Englishes,x,NSR x Region: more NSR is rated less professional among Northern listeners. NSR x Region x Pramatic Language Score: More NSR is rated less professional among Southern listeners who have the most Autism Spectrum Condition-like traits,x,"""as part of the prescriptivist stigmatization of dialect morphosyntax (see Beal, 2010; Cheshire, 1998; Cheshire & Milroy, 1993), Northerners are much more likely to have come across, or even been subjected to themselves, explicit negative attitudes regarding the NSR"" (p.338)",x,"""Our data thus confirm our prediction that increased frequency of NSR causes listeners to judge a speaker as sounding less “professional,” particularly in the overtly prestigious context of a newscast."" (p. 336)",experiment,NA
LVC,27(3),2015,D'Arcy & Tagliamonte,Not always variable: Probing the vernacular grammar,https://doi.org/10.1017/S0954394515000101,genitive alternation: -'s genitive vs. of-genitive,English,English,"form, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,x,"""Notably, the rise of the analytic form aligns with the apex of French prestige in the history of English; due to its structural equivalency with the de genitive of Romance languages, its spread is believed to have been helped by contact with French"" (p.274)",Toronto English Archive,"The paper discusses factors that condition the use of each variant, and does not include any social factors. In that sense, the social meaning is not discussed for production or perception. However, the paper points out that this change was a ""top down"" change that gained prestige because of analogy with prestigious varieties in contact with Middle English. So, there is social meaning implicated in the adoption and spread of a variant when it is new, but does not show any indication of synchronic social conditioning of this variation. Although style/register is discussed (vernacular vs. written speech), this paper does not provide any results that suggest that style/register governs this variable. "
LVC,27(3),2015,D'Arcy & Tagliamonte,Not always variable: Probing the vernacular grammar,https://doi.org/10.1017/S0954394515000101,comparative alternation: synthetic -er/-est vs. analytic more/most,English,English,"form, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,x,"""the [analytic] forms were analogous to the (prestigious) French construction [...] This may well have contributed to their spread, suggesting that notions of prestige were involved at a critical time in their development and diffusion"" (p.275)",Toronto English Archive,"The paper discusses factors that condition the use of each variant, and does not include any social factors. In that sense, the social meaning is not discussed for production or perception. However, the paper points out that this change was a ""top down"" change that gained prestige because of analogy with prestigious varieties in contact with Middle English. So, there is social meaning implicated in the adoption and spread of a variant when it is new, but does not show any indication of synchronic social conditioning of this variation. Although style/register is discussed (vernacular vs. written speech), this paper does not provide any results that suggest that style/register governs this variable. "
LVC,27(3),2015,D'Arcy & Tagliamonte,Not always variable: Probing the vernacular grammar,https://doi.org/10.1017/S0954394515000101,dative alternation: double object variant vs. prepositional variant,English,English,"omission, order",x,x,"Register effect: ""the prepositional dative is favored in more formal written registers, whereas the double-object construction is favored in registers approaching the oral end of the spectrum"" (p. 275)",not analyzed,NA,not analyzed,NA,x,"""there is mounting evidence from historical linguistics that the rising use of the prepositional dative in Middle English was influenced by [analogy with constructions in the prestige language] French"", and the contemporary register effect ""may well reflect historical influences (cf. the analytic genitive)."" (p.275-6)","Toronto English Archive, Ontario Dialects Archive",NA
LVC,27(3),2015,D'Arcy & Tagliamonte,Not always variable: Probing the vernacular grammar,https://doi.org/10.1017/S0954394515000101,"relative pronouns in restricted relative clauses: wh- forms, that, and zero",English,English,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,x,"wh- relatives ""gained prestige under Latin influence and then strengthened in Middle English under French influence"" (p. 276)",Toronto English Archive,"register effect of written vs. spoken language and the ""longitudinal stability of social constraints on their use"" are pointed to but not explained, and the results presented in this paper do not report specific social constraints on use"
LVC,28(1),2016,Travis & Lindstrom,"Different registers, different grammars? Subject expression in English conversation and narrative",https://doi.org/10.1017/S0954394515000174,subject expression,English,English,omission,x,x,Register: Narratives have a much higher rate of unexpressed subjects than conversations,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Santa Barbara Corpus of Spoken American English & Pear Stories in English),NA
LVC,28(1),2016,"Szmrecsanyi, Biber, Egbert, & Franco",Toward more accountability: Modeling ternary genitive variation in Late Modern English,https://doi.org/10.1017/S0954394515000198,"ternary genitive variation: s-genitive, of-genitive, noun-noun genitive",Late Modern English (1650-2000),English,"form, omission, order",x,x,"Register: included in models as a random intercept, but listed as least important random effect, with very small variances associated with it.  ""science texts receive negative intercept adjustments, whereas news texts and especially letters receive positive adjustments"" (p. 14)",not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (ARCHER, A Representative Corpus of Historical English Registers)",NA
LVC,28(2),2016,Schreier,"Super-leveling, fraying-out, internal restructuring: A century of present be concord in Tristan da Cunha English",https://doi.org/10.1017/S0954394516000053,present be concord,Tristan da Cunha English,English,form,x,x,Age: leveled is favored by oldest cohort (born pre-WWII). Gender n.s.,not analyzed,NA,not analyzed,NA,x,"rates of be leveling dropped with introduction of formal schooling in middle of 20th century, and among this cohort, women use more standard forms. Rates rose again starting with speakers born in the 1970s and after.",corpus,NA
LVC,28(3),2016,Rosemeyer & Enrique-Arias,A match made in heaven: Using parallel corpora and multinomial logistic regression to analyze the expression of possession in Old Spanish,https://doi.org/10.1017/S0954394516000120,expression of possession (POSS vs. ART + POSS vs. ART/BARE vs. GEN),Old Spanish,Spanish,"form, omission, order",x,x,"Social rank of possessor: ART/BARE is significantly more likely to appear with possessor referents belonging to a lower social level (“other”) than with possessor referents belonging to the upper class or God, compared to POSS in the 13th c. data. ART + POSS is significantly more likely when the possessor referent is God than when the possessor referent belongs to a lower social level. Use of GEN constructions is unaffected by the social status of the possessor. In 15th c. data, social status no longer has an effect on the likelihood of use of ART/BARE constructions. ART + POSS is significantly more common not only with the possessor referent God, but also with those categorized as “upper class.” GEN constructions are significantly less likely with possessor referents belonging to the upper class and God than referents marked as “other."" Text type: ART + POSS construction is more likely in direct speech than in nondirect speech (in 13th c. and 15th c.). GEN constructions more likely in direct speech contexts.",not analyzed,NA,not analyzed,NA,not mentioned,NA,parallel historical corpora,NA
LVC,29(2),2017,Krejci & Hilton,There's three variants: Agreement variation in existential there constructions,https://doi.org/10.1017/S0954394517000096,"there agreement: there are/were + plural, there is/was + plural, nonagreement using there’s",English of California,English,form,x,x,Age: nonagreeing there is/was more likely to be used by older speakers than there's. Age n.s. when comparing there are/were to there is/was. Education level: Nonagreeing there is/was more likely to be used by speakers with less formal education than there's. Nonagreeing there is/was more likely to be used by speakers with less formal education than there are/were. Speaker sex and interview field site n.s.,not analyzed,NA,not analyzed,NA,x,"""The social distribution of nonagreeing there is/was appears similar to other stable stigmatized features"", but there's does not. Social unmarkedness of nonagreeing there's.",sociolinguistic interviews (Voices of California Project),NA
LVC,29(2),2017,Elsig,New insights into an old form: A variationist analysis of the pleonastic possessive in Guatemalan Spanish ,https://doi.org/10.1017/S0954394517000114,pleonastic possessive (Indef+Poss+N) vs. nonpossessive marked indefinite NPs (Indef+N) and postnominal strong possessives (Indef+N+POSS),Guatemalan Spanish,Spanish,"omission, order",x,x,"NB: Social results come from footnote 19. Author does not report on the factor weight or significance of these results. Unclear if results are for fixed effects or interaction. ""The pleonastic possessive turns out to be favored by female speakers from the youngest age group (20–34 years) and with the lowest educational background (primary school)""",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Project for the Sociolinguistic Study of Spanish for Spain and America (PRESEEA) Guatemala corpus),NA
LVC,29(3),2017,"Links, van Kemenade, & Grondelaers",Correlatives in earlier English: Change and continuity in the expression of interclausal dependencies,https://doi.org/10.1017/S0954394517000187,resumptive adverb presence/absence in potential constructions,Old English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,30(1),2018,Schnell & Barth,Discourse motivations for pronominal and zero objects across registers in Vera’a,https://doi.org/10.1017/S0954394518000054,pronominal vs. zero form for objects,Vera’a,Vera’a,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Vera'a corpus),NA
LVC,30(1),2018,"Burnett, Koopman, & Tagliamonte",Structural explanations in syntactic variation: The evolution of English negative and polarity indefinites,https://doi.org/10.1017/S0954394517000266,postverbal negative quantifiers vs. NPIs under negation,"North American English (Toronto, Canada)",English,"form, omission",x,x,"middle-aged individuals have a heightened use of postverbal negative quantifiers (NB: Fn.8 clairifies that middle-aged individuals are significantly different from older individuals, but not from younger individuals. Fn. 9 states that none of the social factors were significant); null results for speaker gender; education level (postsecondary vs no postsecondary) coded but not reported in results",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Toronto English Archive),NA
LVC,30(2),2018,Brook,Taking it up a level: Copy-raising and cascaded tiers of morphosyntactic change,https://doi.org/10.1017/S0954394518000078,"subordination after seem: finite ""permitted copy-raising"" structures vs. infinitival structures",Canadian English,English,"form, omission, order",x,x,"finite ""permitted copy-raising"" structures after seem are increasing in apparent time (older speakers less likely to use and the younger the speaker, the more likely to use);  women use significantly higher rates of the innovative variant (finite permitted copy-raising) than men do.",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Toronto English Archive),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from Great Britain,English,order,x,x,Informal spoken texts significantly increase probability of split variant,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from Canada,English,order,x,x,Informal spoken texts significantly increase probability of split variant; formal spoken texts significantly increase probability of split variant; formal written texts significantly decrease probability of split variant,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from New Zealand,English,order,x,x,Informal spoken texts significantly increase probability of split variant,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from Ireland,English,order,x,x,Informal spoken texts significantly increase probability of split variant; formal spoken texts significantly increase probability of split variant,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from Jamaica,English,order,not analyzed,not analyzed,Genre: informal/formal and written/spoken ,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from Singapore,English,order,not analyzed,not analyzed,Genre: informal/formal and written/spoken ,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from Hong Kong,English,order,not analyzed,not analyzed,Genre: informal/formal and written/spoken ,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from Philippines,English,order,x,x,Informal spoken texts significantly increase probability of split variant,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,30(3),2018,Grafmiller & Szmrecsanyi,Mapping out particle placement in Englishes around the world: A study in comparative sociolinguistic analysis,https://doi.org/10.1017/S0954394518000170,particle verb alternation,English from India,English,order,x,x,Informal spoken texts significantly increase probability of split variant,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (International Corpus of English and the Global Corpus of Web-based English),NA
LVC,31(1),2019,"Schwenter, Hoff, Christodulelis, Pflum, & Dauphinais",Variable past participles in Portuguese perfect constructions,https://doi.org/10.1017/S0954394519000036,variability between past participle forms,Portuguese (20th c. Brazilian; 19th c. & 20th c. European),Portuguese,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,null,"reality of variability is far beyond what is described in grammars, both prescriptive and descriptive; variability is not explicitly prescribed against in these grammars, but ignored by them",corpus (Corpus do Português),NA
LVC,31(2),2019,Rosemeyer,Actual and apparent change in Brazilian Portuguese wh-interrogatives,https://doi.org/10.1017/S0954394519000097,expression of wh-interrogatives,Brazilian Portuguese,Portuguese,"omission, order",x,x,"Increased use of CleftWh, ReducedCleftWh, and BareXWh by playwrights is a change from below, a ""semiconscious adaptation of innovative variants that the writers experience in their everyday life""; Subject-verb word order became more common in ExSituWh and CleftWh,a change from below",not analyzed,NA,x,increase in the use of BareWh due to a general relaxation of writing norms,not mentioned,NA,corpus (self-compiled corpus of Portuguese theater plays),NA
LVC,31(2),2019,Crisma & Pintzuk,The noun phrase and the ‘Viking Hypothesis’,https://doi.org/10.1017/S0954394519000127,indefinite article presence/absence,Middle English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (York-Toronto-Helsinki Parsed Corpus of Old English Prose; Penn-Helsinki Parsed Corpus of Middle English, second edition; Icelandic Parsed Historical Corpus)",NA
LVC,31(2),2019,Crisma & Pintzuk,The noun phrase and the ‘Viking Hypothesis’,https://doi.org/10.1017/S0954394519000127,postnominal vs. prenominal demonstratives,Old Icelandic,Icelandic,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (York-Toronto-Helsinki Parsed Corpus of Old English Prose; Penn-Helsinki Parsed Corpus of Middle English, second edition; Icelandic Parsed Historical Corpus)",NA
LVC,31(2),2019,Crisma & Pintzuk,The noun phrase and the ‘Viking Hypothesis’,https://doi.org/10.1017/S0954394519000127,postnominal vs. prenominal possessive pronouns,Old Icelandic,Icelandic,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (York-Toronto-Helsinki Parsed Corpus of Old English Prose; Penn-Helsinki Parsed Corpus of Middle English, second edition; Icelandic Parsed Historical Corpus)",NA
LVC,31(2),2019,Crisma & Pintzuk,The noun phrase and the ‘Viking Hypothesis’,https://doi.org/10.1017/S0954394519000127,postnominal vs. prenominal genitives,"Old English, Middle English",English,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (York-Toronto-Helsinki Parsed Corpus of Old English Prose; Penn-Helsinki Parsed Corpus of Middle English, second edition; Icelandic Parsed Historical Corpus)",NA
LVC,31(2),2019,Crisma & Pintzuk,The noun phrase and the ‘Viking Hypothesis’,https://doi.org/10.1017/S0954394519000127,postnominal vs. prenominal genitives,Old Icelandic,Icelandic,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (York-Toronto-Helsinki Parsed Corpus of Old English Prose; Penn-Helsinki Parsed Corpus of Middle English, second edition; Icelandic Parsed Historical Corpus)",NA
LVC,31(3),2019,"Simonenko, Crabbé, & Prévost",Agreement syncretization and the loss of null subjects: quantificational models for Medieval French,https://doi.org/10.1017/S0954394519000188,overt personal pronominal subjects vs. null subjects,Medieval French,French,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (“Modéliser le changement: les voies du français” (MCVF) and Penn Supplement to MCVF),NA
LVC,31(3),2019,"Simonenko, Crabbé, & Prévost",Agreement syncretization and the loss of null subjects: quantificational models for Medieval French,https://doi.org/10.1017/S0954394519000188,subject agreement syncretization,Medieval French,French,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (“Modéliser le changement: les voies du français” (MCVF) and Penn Supplement to MCVF),NA
LVC,32(2),2020,Franco & Tagliamonte,"New -way(s) with -ward(s): lexicalization, splitting and sociolinguistic patterns",https://doi.org/10.1017/S0954394520000083,adverbial -s versus null,Ontario English,English,omission,x,x,"Main finding: the use of -s can be considered a change from below that is solely governed by social features. Detailed findings: age x item (backward, downward, outward, toward, upward):  for older individuals, -s less frequent for adjectives than for adverbs or prepositional uses; for younger individuals, proportion of -s is mostly word-dependent. age x item (anyway, forward, onward): -s increasing in frequency in apparent time. age x occupation x item (anyway, forward, onward): younger students use -s more than younger blue or white-collar workers. age x education x item (anyway, forward, onward): older more-educated speakers use -s less than older less-educated speakers. age x education x occupation x item (anyway, forward, onward): older more-educated blue-collar workers use -s more than older more-educated white-collar workers. age x education x age x item (anyway, forward, onward): among older less-educated speakers, those born between 1927-1959 use -s more than those born in or before 1926. anyway x age: proportion of -s increases as individuals get younger. anyway x gender: men use -s less than women. anyway x education: more-educated individuals use -s less. anyway x occupation: blue-collar workers use -s less than white-collar workers. anyway x age x education: older less-educated speakers use -s more than older more-educated speakers, while youngest more-educated speakers use -s more than youngest less-educated speakers. anyway x gender x occupation: blue-collar men use -s more than blue-collar women and use -s more than men who are white-collar workers or students.  ",not analyzed,NA,not analyzed,NA,x,"based on finding that youngest, highest educated cohort using -s more than less-educated counterparts, ""the -s variant is increasing over time and that it has gained prestige recently""",sociolinguistic interviews,NA
LVC,32(2),2020,De Smet & Van de Velde,A corpus-based quantitative analysis of twelve centuries of preterite and past participle morphology in Dutch,https://doi.org/10.1017/S0954394520000101,"strong-to-weak evolution of verbs, by comparing preterites and past participles",Dutch,Dutch,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,32(3),2020,Schnell & Barth,Expression of anaphoric subjects in Vera’a: Functional and structural factors in the choice between pronoun and zero,https://doi.org/10.1017/S0954394520000125,pronoun and zero anaphor for the expression of third-person subjects,Vera'a,Vera’a,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,32(3),2020,Obeso & Smith,Variable plural marking in Palenquero Creole,https://doi.org/10.1017/S0954394520000204,variable presence of prenominal plural marker ma,Palenquero,Palenquero,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (The Bilingual Corpus of Palenquero Creole: San Basilio de Palenque, Cartagena, and Barranquilla, Colombia)",NA
LVC,32(3),2020,Röthlisberger & Tagliamonte,The social embedding of a syntactic alternation: Variable particle placement in Ontario English,https://doi.org/10.1017/S0954394520000174,word order variation in particle placement,Ontario English,English,order,x,x,"Age: significant effect of age between speakers born between 1938 and 1974 and those born after 1975: if the speaker is born after 1975, they are two times more likely to use the joined variant than a speaker born between 1938 and 1974. Community/place: if a speaker is from Toronto, they are 1.3 times more likely to use the joined variant than the rest of Ontario; if they are from Temiskaming Shores or Kirkland Lake, the odds of a joined variant decreases by a factor of 0.8, that is, speakers from these communities are less likely to use the joined variant than the rest of Ontario. Occupation: if speakers are white-collar workers instead of blue-collar workers, they are 1.4 times more likely to use a joined variant, and if they are students, they are 1.5 times more likely than a blue-collar worker to use a joined variant. Both education and gender were not significant. ",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Ontario Dialects Project),"Note in discussion that increase of the more ""formal"" joined variant over time correlates to white-collar workers and students using more joined variants, and this could be due to prescriptive pressures. Didn't include in prestige/stigma columns because authors are quite speculative about this"
LVC,33(1),2021,Kastronic & Poplack,Be that as it may: The unremarkable trajectory of the English subjunctive in North American speech,https://doi.org/10.1017/S095439452100003X,expression of the subjunctive,North American English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (Quebec English Corpus, Corpus of English Dialogues, A Representative Corpus of Early English)",NA
LVC,33(2),2021,Smith,Do creoles conform to typological patterns? Habitual marking in Palenquero,https://doi.org/10.1017/S0954394521000053,habitual marking (preverbal asé vs. zero),Palenquero,Palenquero,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpus (The Bilingual Corpus of Palenquero Creole: San Basilio de Palenque, Cartagena, and Barranquilla, Colombia)",NA
LVC,33(3),2021,"Liang, Amsili, & Burnett",New ways of analyzing complementizer drop in Montréal French: Exploration of cognitive factors,https://doi.org/10.1017/S0954394521000223,complementizer omission (que drop),Montréal French,French,omission,x,x,"education (high education level used less que-omission than medium education level), occupation (white-collar workers used lower rate of que-omission than technicians; blue-collar workers used a higher rate of que-omission than white-collar workers); age and gender not significant. Authors interpret effect as due to linguistic marketplace",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Montréal 84),NA
LVC,33(3),2021,"Naccarato, Panova, & Stoynova",Word-order variation in a contact setting: A corpus-based investigation of Russian spoken in Daghestan,https://doi.org/10.1017/S095439452100017X,N + GEN (“postpositive” or “right” genitive) vs. GEN + N (“prepositive” or “left” genitive),Daghestanian Russian,Russian,order,null,null,Gender: Female correlated with use of left genitives (but no significant difference). Education: Lower education level correlated with use of left genitives (but no significant difference). L1 of speaker and Year of birth had no correlation with left genitives,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Corpus of Russian spoken in Daghestan),"GEN + N word order consistently referred to as ""nonstandard"" by authors, but no discussion of this variant as being prescribed for or against and/or metalinguistically commented on. Authors hypothesize it may be implicated in education, in that more educated speakers are hypothesized to use the ""correct"" N + GEN order, but no mention of GEN + N being prescribed against in schools"
